ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-7.412,-18.445,6.004,441,0,44.31,,,,NaN,,,,0 / 0,414906,2018-11-20 15:37:20:081
-4.415,-19.614,2.078,441,1,44.31,,,,NaN,,,,0 / 0,415006,2018-11-20 15:37:20:181
0.651,0.134,8.878,364,1,54.34,,,,NaN,,,,0 / 0,415105,2018-11-20 15:37:20:280
3.84,-0.909,-0.775,337,1,54.34,,,,NaN,,,,0 / 0,415205,2018-11-20 15:37:20:380
3.055,-0.66,1.35,346,1,54.34,,,,NaN,,,,0 / 0,415305,2018-11-20 15:37:20:480
-2.959,-1.465,5.305,325,1,51.12,,,,NaN,,,,0 / 0,415406,2018-11-20 15:37:20:581
-3.792,-13.159,-12.756,337,1,51.12,,,,NaN,,,,0 / 0,415506,2018-11-20 15:37:20:681
-5.028,-11.837,0.201,422,1,51.12,,,,NaN,,,,0 / 0,415605,2018-11-20 15:37:20:780
-2.087,-9.222,4.529,455,1,49.18,,,,NaN,,,,0 / 0,415705,2018-11-20 15:37:20:880
-1.819,-6.675,4.568,446,1,49.18,,,,NaN,,,,0 / 0,415805,2018-11-20 15:37:20:980
-1.905,-8.102,3.955,398,1,49.18,,,,NaN,,,,0 / 0,415905,2018-11-20 15:37:21:080
-2.585,-8.954,2.892,383,1,52.89,,,,NaN,,,,0 / 0,416005,2018-11-20 15:37:21:180
-2.317,-8.983,1.8,386,1,52.89,,,,NaN,,,,0 / 0,416105,2018-11-20 15:37:21:280
-1.972,-8.36,3.763,348,1,52.89,,,,NaN,,,,0 / 0,416206,2018-11-20 15:37:21:381
-1.934,-6.186,4.616,348,0,40.79,,,,NaN,,,,0 / 0,416307,2018-11-20 15:37:21:482
2.949,-7.987,-0.9,370,1,40.79,,,,NaN,,,,0 / 0,416406,2018-11-20 15:37:21:581
-8.016,-14.432,6.876,413,1,40.79,,,,NaN,,,,0 / 0,416505,2018-11-20 15:37:21:680
-3.869,-19.614,2.777,437,1,40.79,,,,NaN,,,,0 / 0,416605,2018-11-20 15:37:21:780
-2.049,-2.212,8.973,356,1,43.2,,,,NaN,,,,0 / 0,416705,2018-11-20 15:37:21:880
-0.095,1.599,-3.572,342,1,43.2,,,,NaN,,,,0 / 0,416805,2018-11-20 15:37:21:980
0.459,-1.589,1.398,368,1,43.2,,,,NaN,,,,0 / 0,416906,2018-11-20 15:37:22:081
-5.602,-1.81,9.682,340,1,52.35,,,,NaN,,,,0 / 0,417006,2018-11-20 15:37:22:181
-3.256,-17.478,5.344,367,1,52.35,,,,NaN,,,,0 / 0,417106,2018-11-20 15:37:22:281
1.35,-17.047,2.853,431,1,52.35,,,,NaN,,,,0 / 0,417206,2018-11-20 15:37:22:381
-3.802,-7.632,2.384,416,1,39.9,,,,NaN,,,,0 / 0,417305,2018-11-20 15:37:22:480
-2.988,-9.098,2.7,366,1,39.9,,,,NaN,,,,0 / 0,417405,2018-11-20 15:37:22:580
-2.126,-9.241,1.896,364,0,39.9,,,,NaN,,,,0 / 0,417505,2018-11-20 15:37:22:680
-2.068,-9.902,2.346,366,0,57.42,,,,NaN,,,,0 / 0,417605,2018-11-20 15:37:22:780
-1.379,-9.117,0.737,366,0,57.42,,,,NaN,,,,0 / 0,417705,2018-11-20 15:37:22:880
-1.963,-7.709,2.71,368,0,57.42,,,,NaN,,,,0 / 0,417805,2018-11-20 15:37:22:980
-3.189,-5.2,7.498,399,0,48.96,,,,NaN,,,,0 / 0,417905,2018-11-20 15:37:23:080
4.922,-7.307,5.468,399,1,48.96,,,,NaN,,,,0 / 0,418005,2018-11-20 15:37:23:180
-6.225,-17.181,8.81,429,1,48.96,,,,NaN,,,,0 / 0,418106,2018-11-20 15:37:23:281
-5.315,-19.614,3.572,445,1,39.03,,,,NaN,,,,0 / 0,418206,2018-11-20 15:37:23:381
-0.402,0.363,9.213,391,1,39.03,,,,NaN,,,,0 / 0,418306,2018-11-20 15:37:23:481
-3.984,0.679,1.015,342,1,39.03,,,,NaN,,,,0 / 0,418406,2018-11-20 15:37:23:581
1.321,-1.225,0.153,330,1,53.93,,,,NaN,,,,0 / 0,418505,2018-11-20 15:37:23:680
-4.97,-3.419,2.346,323,1,53.93,,,,NaN,,,,0 / 0,418605,2018-11-20 15:37:23:780
-4.999,-17.411,5.506,469,1,53.93,,,,NaN,,,,0 / 0,418705,2018-11-20 15:37:23:880
-5.976,-5.047,5.995,469,1,49.03,,,,NaN,,,,0 / 0,418806,2018-11-20 15:37:23:981
-1.005,-7.364,2.997,475,1,49.03,,,,NaN,,,,0 / 0,418906,2018-11-20 15:37:24:081
-2.241,-7.479,5.487,442,1,49.03,,,,NaN,,,,0 / 0,419006,2018-11-20 15:37:24:181
-1.177,-8.925,3.007,421,1,60.38,,,,NaN,,,,0 / 0,419106,2018-11-20 15:37:24:281
-3.026,-9.797,2.451,382,1,60.38,,,,NaN,,,,0 / 0,419205,2018-11-20 15:37:24:380
-1.905,-9.337,2.202,372,1,60.38,,,,NaN,,,,0 / 0,419305,2018-11-20 15:37:24:480
-1.838,-8.945,1.484,361,1,41.45,,,,NaN,,,,0 / 0,419405,2018-11-20 15:37:24:580
-2.068,-7.853,3.917,364,0,41.45,,,,NaN,,,,0 / 0,419505,2018-11-20 15:37:24:680
-2.978,-6.215,7.01,383,0,41.45,,,,NaN,,,,0 / 0,419606,2018-11-20 15:37:24:781
-0.679,-7.767,4.022,420,1,42.93,,,,NaN,,,,0 / 0,419706,2018-11-20 15:37:24:881
-8.571,-17.181,8.992,415,1,42.93,,,,NaN,,,,0 / 0,419805,2018-11-20 15:37:24:980
-0.373,-11.454,1.436,429,1,42.93,,,,NaN,,,,0 / 0,419906,2018-11-20 15:37:25:081
-4.673,-0.814,-3.217,373,1,57.61,,,,NaN,,,,0 / 0,420006,2018-11-20 15:37:25:181
1.666,0.239,-4.587,322,1,57.61,,,,NaN,,,,0 / 0,420106,2018-11-20 15:37:25:281
-1.628,-1.944,1.8,321,1,57.61,,,,NaN,,,,0 / 0,420205,2018-11-20 15:37:25:380
-10.841,-14.93,-8.59,330,1,56.02,,,,NaN,,,,0 / 0,420305,2018-11-20 15:37:25:480
-9.529,-14.863,4.041,433,1,56.02,,,,NaN,,,,0 / 0,420405,2018-11-20 15:37:25:580
-7.776,-12.967,4.759,431,1,56.02,,,,NaN,,,,0 / 0,420506,2018-11-20 15:37:25:681
-2.039,-7.69,3.237,452,1,65.14,,,,NaN,,,,0 / 0,420606,2018-11-20 15:37:25:781
-1.12,-6.818,3.265,387,1,65.14,,,,NaN,,,,0 / 0,420706,2018-11-20 15:37:25:881
-2.595,-9.146,1.541,332,1,65.14,,,,NaN,,,,0 / 0,420805,2018-11-20 15:37:25:980
-2.097,-9.615,1.455,344,1,52.22,,,,NaN,,,,0 / 0,420905,2018-11-20 15:37:26:080
-1.292,-9.203,1.12,328,1,52.22,,,,NaN,,,,0 / 0,421005,2018-11-20 15:37:26:180
-1.618,-8.763,1.494,329,1,52.22,,,,NaN,,,,0 / 0,421105,2018-11-20 15:37:26:280
-2.557,-11.846,3.668,310,1,41.26,,,,NaN,,,,0 / 0,421206,2018-11-20 15:37:26:381
0.325,-5.88,1.283,347,1,41.26,,,,NaN,,,,0 / 0,421306,2018-11-20 15:37:26:481
-5.401,-6.474,12.507,409,1,41.26,,,,NaN,,,,0 / 0,421406,2018-11-20 15:37:26:581
-8.207,-13.915,7.891,449,1,50.02,,,,NaN,,,,0 / 0,421505,2018-11-20 15:37:26:680
-2.585,-19.614,2.097,452,1,50.02,,,,NaN,,,,0 / 0,421605,2018-11-20 15:37:26:780
-10.496,-5.736,12.115,409,1,50.02,,,,NaN,,,,0 / 0,421705,2018-11-20 15:37:26:880
1.446,1.225,-1.484,347,1,61.4,,,,NaN,,,,0 / 0,421806,2018-11-20 15:37:26:981
-0.766,-0.105,-0.325,348,1,61.4,,,,NaN,,,,0 / 0,421907,2018-11-20 15:37:27:082
-2.643,-2.011,4.635,338,1,61.4,,,,NaN,,,,0 / 0,422006,2018-11-20 15:37:27:181
-11.904,-13.312,3.275,361,1,48.03,,,,NaN,,,,0 / 0,422105,2018-11-20 15:37:27:280
-5.19,-15.658,6.234,422,1,48.03,,,,NaN,,,,0 / 0,422206,2018-11-20 15:37:27:381
-3.802,-10.419,5.008,450,1,48.03,,,,NaN,,,,0 / 0,422306,2018-11-20 15:37:27:481
-2.183,-7.269,4.3,442,1,57.77,,,,NaN,,,,0 / 0,422406,2018-11-20 15:37:27:581
-2.451,-8.523,4.156,405,1,57.77,,,,NaN,,,,0 / 0,422506,2018-11-20 15:37:27:681
-1.292,-8.705,3.122,396,1,57.77,,,,NaN,,,,0 / 0,422605,2018-11-20 15:37:27:780
-1.838,-8.609,4.003,403,1,44.15,,,,NaN,,,,0 / 0,422705,2018-11-20 15:37:27:880
-1.359,-6.004,6.158,383,1,44.15,,,,NaN,,,,0 / 0,422805,2018-11-20 15:37:27:980
-4.731,-5.095,3.945,402,1,44.15,,,,NaN,,,,0 / 0,422905,2018-11-20 15:37:28:080
-5.018,-19.614,8.523,417,1,40.01,,,,NaN,,,,0 / 0,423006,2018-11-20 15:37:28:181
-4.29,-19.614,3.352,399,1,40.01,,,,NaN,,,,0 / 0,423106,2018-11-20 15:37:28:281
0.785,-4.903,8.035,392,1,40.01,,,,NaN,,,,0 / 0,423206,2018-11-20 15:37:28:381
4.376,-0.67,-1.197,319,1,40.01,,,,NaN,,,,0 / 0,423306,2018-11-20 15:37:28:481
-1.273,0.067,-0.249,326,1,52.22,,,,NaN,,,,0 / 0,423407,2018-11-20 15:37:28:582
-1.57,-2.614,5.411,331,1,52.22,,,,NaN,,,,0 / 0,423506,2018-11-20 15:37:28:681
-1.063,-8.025,6.158,326,1,52.22,,,,NaN,,,,0 / 0,423606,2018-11-20 15:37:28:781
-5.707,-17.42,7.173,365,1,51.54,,,,NaN,,,,0 / 0,423705,2018-11-20 15:37:28:880
-4.539,-17.87,17.018,429,1,51.54,,,,NaN,,,,0 / 0,423805,2018-11-20 15:37:28:980
-3.61,-7.47,3.687,409,1,51.54,,,,NaN,,,,0 / 0,423905,2018-11-20 15:37:29:080
-2.145,-5.765,2.863,401,1,54.22,,,,NaN,,,,0 / 0,424006,2018-11-20 15:37:29:181
-1.273,-8.542,3.591,379,1,54.22,,,,NaN,,,,0 / 0,424105,2018-11-20 15:37:29:280
-2.557,-8.945,2.068,336,1,54.22,,,,NaN,,,,0 / 0,424205,2018-11-20 15:37:29:380
-2.212,-9.059,1.8,334,1,47.45,,,,NaN,,,,0 / 0,424305,2018-11-20 15:37:29:480
-1.206,-8.916,2.346,335,1,47.45,,,,NaN,,,,0 / 0,424405,2018-11-20 15:37:29:580
-1.79,-8.035,4.472,344,1,47.45,,,,NaN,,,,0 / 0,424505,2018-11-20 15:37:29:680
-1.436,-4.826,4.817,351,1,38.18,,,,NaN,,,,0 / 0,424606,2018-11-20 15:37:29:781
-10.017,-19.614,3.62,375,1,38.18,,,,NaN,,,,0 / 0,424706,2018-11-20 15:37:29:881
-7,-19.614,2.719,404,1,38.18,,,,NaN,,,,0 / 0,424806,2018-11-20 15:37:29:981
0.287,-2.231,2.48,349,1,43.85,,,,NaN,,,,0 / 0,424906,2018-11-20 15:37:30:081
1.139,-1.494,-1.034,308,1,43.85,,,,NaN,,,,0 / 0,425005,2018-11-20 15:37:30:180
3.17,1.264,-2.432,323,1,43.85,,,,NaN,,,,0 / 0,425105,2018-11-20 15:37:30:280
1.283,-3.466,4.415,307,1,54.3,,,,NaN,,,,0 / 0,425205,2018-11-20 15:37:30:380
-17.564,-13.302,-11.214,321,1,54.3,,,,NaN,,,,0 / 0,425305,2018-11-20 15:37:30:480
-3.936,-18.752,2.585,419,1,54.3,,,,NaN,,,,0 / 0,425406,2018-11-20 15:37:30:581
-3.093,-9.241,4.108,421,1,51.51,,,,NaN,,,,0 / 0,425506,2018-11-20 15:37:30:681
-3.007,-6.684,1.838,436,1,51.51,,,,NaN,,,,0 / 0,425606,2018-11-20 15:37:30:781
-0.172,-6.052,4.683,387,1,51.51,,,,NaN,,,,0 / 0,425705,2018-11-20 15:37:30:880
-2.087,-7.661,1.216,370,1,56.53,,,,NaN,,,,0 / 0,425805,2018-11-20 15:37:30:980
-2.116,-7.977,4.089,333,1,56.53,,,,NaN,,,,0 / 0,425905,2018-11-20 15:37:31:080
-0.603,-4.29,3.486,360,1,56.53,,,,NaN,,,,0 / 0,426005,2018-11-20 15:37:31:180
-0.153,-8.15,5.918,374,1,49.68,,,,NaN,,,,0 / 0,426105,2018-11-20 15:37:31:280
-5.43,-16.185,9.941,409,1,49.68,,,,NaN,,,,0 / 0,426206,2018-11-20 15:37:31:381
-2.71,-19.614,2.595,396,1,49.68,,,,NaN,,,,0 / 0,426306,2018-11-20 15:37:31:481
4.692,-2.193,5.679,320,1,49.38,,,,NaN,,,,0 / 0,426406,2018-11-20 15:37:31:581
4.472,2.231,-1.925,292,1,49.38,,,,NaN,,,,0 / 0,426505,2018-11-20 15:37:31:680
-0.019,-0.134,0.747,283,1,49.38,,,,NaN,,,,0 / 0,426605,2018-11-20 15:37:31:780
-1.139,-2.537,2.691,281,1,52.6,,,,NaN,,,,0 / 0,426705,2018-11-20 15:37:31:880
-4.98,-9.452,-2.691,283,1,52.6,,,,NaN,,,,0 / 0,426805,2018-11-20 15:37:31:980
-10.199,-15.495,9.404,438,1,52.6,,,,NaN,,,,0 / 0,426905,2018-11-20 15:37:32:080
-3.802,-10.151,9.261,424,1,44.89,,,,NaN,,,,0 / 0,427006,2018-11-20 15:37:32:181
-3.016,-9.366,3.533,433,1,44.89,,,,NaN,,,,0 / 0,427105,2018-11-20 15:37:32:280
-1.455,-4.798,2.815,433,1,44.89,,,,NaN,,,,0 / 0,427206,2018-11-20 15:37:32:381
-1.886,-8.753,2.834,360,1,57.84,,,,NaN,,,,0 / 0,427306,2018-11-20 15:37:32:481
-2.288,-9.232,0.689,321,1,57.84,,,,NaN,,,,0 / 0,427405,2018-11-20 15:37:32:580
-2.557,-9.519,2.365,333,1,57.84,,,,NaN,,,,0 / 0,427505,2018-11-20 15:37:32:680
-1.206,-8.245,4.74,338,1,49.67,,,,NaN,,,,0 / 0,427605,2018-11-20 15:37:32:780
-2.7,-0.172,-2.26,384,0,49.67,,,,NaN,,,,0 / 0,427705,2018-11-20 15:37:32:880
-7.594,-16.692,6.847,384,1,49.67,,,,NaN,,,,0 / 0,427805,2018-11-20 15:37:32:980
-4.3,-19.614,2.193,437,1,49.67,,,,NaN,,,,0 / 0,427906,2018-11-20 15:37:33:081
-1.608,0.689,14.356,350,1,44.24,,,,NaN,,,,0 / 0,428006,2018-11-20 15:37:33:181
0.45,-1.79,3.936,299,1,44.24,,,,NaN,,,,0 / 0,428106,2018-11-20 15:37:33:281
0.632,-0.229,1.417,319,1,44.24,,,,NaN,,,,0 / 0,428206,2018-11-20 15:37:33:381
-4.443,-2.193,2.566,311,1,55.69,,,,NaN,,,,0 / 0,428305,2018-11-20 15:37:33:480
-10.63,-18.79,2.106,434,1,55.69,,,,NaN,,,,0 / 0,428405,2018-11-20 15:37:33:580
-4.319,-14.873,9.289,454,1,55.69,,,,NaN,,,,0 / 0,428505,2018-11-20 15:37:33:680
-3.217,-10.63,4.817,454,1,45.08,,,,NaN,,,,0 / 0,428606,2018-11-20 15:37:33:781
-0.699,-5.506,2.087,435,1,45.08,,,,NaN,,,,0 / 0,428706,2018-11-20 15:37:33:881
-1.953,-8.619,3.227,375,0,45.08,,,,NaN,,,,0 / 0,428806,2018-11-20 15:37:33:981
-2.672,-9.577,0.22,343,0,63.6,,,,NaN,,,,0 / 0,428905,2018-11-20 15:37:34:080
-1.896,-9.462,2.585,355,0,63.6,,,,NaN,,,,0 / 0,429005,2018-11-20 15:37:34:180
-1.896,-8.609,4.156,318,0,63.6,,,,NaN,,,,0 / 0,429105,2018-11-20 15:37:34:280
-2.288,-7.336,5.861,351,0,46.94,,,,NaN,,,,0 / 0,429205,2018-11-20 15:37:34:380
-7.747,-13.733,12.775,404,1,46.94,,,,NaN,,,,0 / 0,429306,2018-11-20 15:37:34:481
-5.439,-19.614,3.399,412,1,46.94,,,,NaN,,,,0 / 0,429406,2018-11-20 15:37:34:581
1.8,-2.681,3.055,369,1,44.16,,,,NaN,,,,0 / 0,429505,2018-11-20 15:37:34:680
3.045,0.22,0.785,278,1,44.16,,,,NaN,,,,0 / 0,429605,2018-11-20 15:37:34:780
-0.095,1.11,-4.051,298,1,44.16,,,,NaN,,,,0 / 0,429705,2018-11-20 15:37:34:880
-0.89,-0.852,2.106,289,1,63.06,,,,NaN,,,,0 / 0,429805,2018-11-20 15:37:34:980
6.732,-10.075,-8.255,332,1,63.06,,,,NaN,,,,0 / 0,429905,2018-11-20 15:37:35:080
-8.514,-13.752,4.769,459,1,63.06,,,,NaN,,,,0 / 0,430005,2018-11-20 15:37:35:180
-2.662,-13.273,5.353,458,1,46.84,,,,NaN,,,,0 / 0,430106,2018-11-20 15:37:35:281
-0.249,-7.795,2.375,436,1,46.84,,,,NaN,,,,0 / 0,430206,2018-11-20 15:37:35:381
-1.417,-5.727,4.616,375,1,46.84,,,,NaN,,,,0 / 0,430306,2018-11-20 15:37:35:481
-2.604,-9.452,1.379,342,1,61.16,,,,NaN,,,,0 / 0,430405,2018-11-20 15:37:35:580
-1.992,-9.107,2.078,357,1,61.16,,,,NaN,,,,0 / 0,430505,2018-11-20 15:37:35:680
-2.03,-8.274,4.137,348,1,61.16,,,,NaN,,,,0 / 0,430606,2018-11-20 15:37:35:781
0.814,-4.731,5.277,387,0,44.41,,,,NaN,,,,0 / 0,430706,2018-11-20 15:37:35:881
-8.13,-19.614,7.173,387,1,44.41,,,,NaN,,,,0 / 0,430806,2018-11-20 15:37:35:981
-7.968,-18.924,5.727,454,1,44.41,,,,NaN,,,,0 / 0,430905,2018-11-20 15:37:36:080
0.181,-10.573,5.784,443,1,40.93,,,,NaN,,,,0 / 0,431005,2018-11-20 15:37:36:180
-2.624,0.038,1.886,344,1,40.93,,,,NaN,,,,0 / 0,431105,2018-11-20 15:37:36:280
3.198,0.517,-2.978,361,1,40.93,,,,NaN,,,,0 / 0,431205,2018-11-20 15:37:36:380
-1.608,-2.317,3.007,337,1,64.11,,,,NaN,,,,0 / 0,431306,2018-11-20 15:37:36:481
-8.178,-5.018,7.077,341,1,64.11,,,,NaN,,,,0 / 0,431406,2018-11-20 15:37:36:581
-2.308,-19.614,9.596,422,1,64.11,,,,NaN,,,,0 / 0,431506,2018-11-20 15:37:36:681
-2.202,-16.041,4.405,401,1,49.61,,,,NaN,,,,0 / 0,431606,2018-11-20 15:37:36:781
-0.584,-4.261,2.174,404,1,49.61,,,,NaN,,,,0 / 0,431705,2018-11-20 15:37:36:880
-0.565,-7.316,5.746,363,1,49.61,,,,NaN,,,,0 / 0,431805,2018-11-20 15:37:36:980
-4.415,-8.858,-0.392,338,1,55.9,,,,NaN,,,,0 / 0,431905,2018-11-20 15:37:37:080
-1.608,-8.724,2.078,335,1,55.9,,,,NaN,,,,0 / 0,432005,2018-11-20 15:37:37:180
-2.116,-7.652,2.93,325,1,55.9,,,,NaN,,,,0 / 0,432106,2018-11-20 15:37:37:281
-3.342,-5.267,7.757,364,1,45.58,,,,NaN,,,,0 / 0,432206,2018-11-20 15:37:37:381
-7.336,-14.365,4.118,389,1,45.58,,,,NaN,,,,0 / 0,432305,2018-11-20 15:37:37:480
-7.843,-16.75,8.504,402,1,45.58,,,,NaN,,,,0 / 0,432405,2018-11-20 15:37:37:580
-0.957,-19.614,4.137,422,1,45.51,,,,NaN,,,,0 / 0,432505,2018-11-20 15:37:37:680
-2.882,-1.149,-1.177,316,1,45.51,,,,NaN,,,,0 / 0,432606,2018-11-20 15:37:37:781
0.871,-1.13,-2.911,294,1,45.51,,,,NaN,,,,0 / 0,432706,2018-11-20 15:37:37:881
-0.095,-1.551,3.265,302,1,49.84,,,,NaN,,,,0 / 0,432806,2018-11-20 15:37:37:981
-2.643,-3.773,10.525,305,1,49.84,,,,NaN,,,,0 / 0,432906,2018-11-20 15:37:38:081
-14.748,-19.614,3.38,405,1,49.84,,,,NaN,,,,0 / 0,433006,2018-11-20 15:37:38:181
-3.62,-12.986,12.115,419,1,45.45,,,,NaN,,,,0 / 0,433105,2018-11-20 15:37:38:280
-5.583,-8.973,6.876,428,1,45.45,,,,NaN,,,,0 / 0,433205,2018-11-20 15:37:38:380
-2.308,-6.953,3.735,425,1,45.45,,,,NaN,,,,0 / 0,433305,2018-11-20 15:37:38:480
-0.986,-6.55,3.677,402,1,60.91,,,,NaN,,,,0 / 0,433406,2018-11-20 15:37:38:581
-2.978,-8.504,2.308,343,1,60.91,,,,NaN,,,,0 / 0,433505,2018-11-20 15:37:38:680
-3.945,-9.289,2.097,366,1,60.91,,,,NaN,,,,0 / 0,433606,2018-11-20 15:37:38:781
-0.708,-7.039,3.112,352,1,50.16,,,,NaN,,,,0 / 0,433706,2018-11-20 15:37:38:881
-3.936,-2.001,-0.124,374,1,50.16,,,,NaN,,,,0 / 0,433806,2018-11-20 15:37:38:981
-6.943,-17.516,8.715,393,1,50.16,,,,NaN,,,,0 / 0,433905,2018-11-20 15:37:39:080
0.239,-19.614,2.451,397,1,44.18,,,,NaN,,,,0 / 0,434005,2018-11-20 15:37:39:180
-12.45,-5.095,17.937,344,1,44.18,,,,NaN,,,,0 / 0,434105,2018-11-20 15:37:39:280
-0.852,2.413,-4.807,320,1,44.18,,,,NaN,,,,0 / 0,434206,2018-11-20 15:37:39:381
-0.526,-2.327,0.325,280,1,55.08,,,,NaN,,,,0 / 0,434306,2018-11-20 15:37:39:481
-0.679,-0.574,3.84,297,1,55.08,,,,NaN,,,,0 / 0,434406,2018-11-20 15:37:39:581
1.206,-19.614,18.321,386,1,55.08,,,,NaN,,,,0 / 0,434506,2018-11-20 15:37:39:681
-5.621,-17.583,7.834,455,1,49.21,,,,NaN,,,,0 / 0,434606,2018-11-20 15:37:39:781
-1.666,-9.835,5.028,448,1,49.21,,,,NaN,,,,0 / 0,434705,2018-11-20 15:37:39:880
-0.909,-6.962,3.016,431,1,49.21,,,,NaN,,,,0 / 0,434805,2018-11-20 15:37:39:980
-1.321,-9.031,1.723,396,1,61.6,,,,NaN,,,,0 / 0,434905,2018-11-20 15:37:40:080
-2.059,-9.194,2.078,317,1,61.6,,,,NaN,,,,0 / 0,435005,2018-11-20 15:37:40:180
-0.996,-7.498,3.055,313,1,61.6,,,,NaN,,,,0 / 0,435105,2018-11-20 15:37:40:280
-3.17,-8.178,4.491,364,1,45.53,,,,NaN,,,,0 / 0,435208,2018-11-20 15:37:40:383
-7.7,-19.614,8.332,394,1,45.53,,,,NaN,,,,0 / 0,435306,2018-11-20 15:37:40:481
-3.974,-19.614,1.934,408,1,45.53,,,,NaN,,,,0 / 0,435405,2018-11-20 15:37:40:580
-9.816,1.302,18.321,386,1,48.36,,,,NaN,,,,0 / 0,435505,2018-11-20 15:37:40:680
0.708,2.231,-6.684,290,1,48.36,,,,NaN,,,,0 / 0,435605,2018-11-20 15:37:40:780
-1.819,-0.095,2.126,313,1,48.36,,,,NaN,,,,0 / 0,435705,2018-11-20 15:37:40:880
-0.229,-2.269,7.757,299,1,53.33,,,,NaN,,,,0 / 0,435805,2018-11-20 15:37:40:980
-1.11,-19.614,18.321,291,1,53.33,,,,NaN,,,,0 / 0,435905,2018-11-20 15:37:41:080
-7.23,-15.62,14.767,437,1,53.33,,,,NaN,,,,0 / 0,436006,2018-11-20 15:37:41:181
-2.413,-6.79,3.648,423,1,48.06,,,,NaN,,,,0 / 0,436106,2018-11-20 15:37:41:281
-2.786,-6.502,2.815,400,1,48.06,,,,NaN,,,,0 / 0,436206,2018-11-20 15:37:41:381
-0.871,-9.998,1.494,355,1,48.06,,,,NaN,,,,0 / 0,436305,2018-11-20 15:37:41:480
-2.633,-10.094,1.292,302,1,48.06,,,,NaN,,,,0 / 0,436405,2018-11-20 15:37:41:580
-2.116,-9.088,2.241,297,1,57.31,,,,NaN,,,,0 / 0,436505,2018-11-20 15:37:41:680
-2.767,-7.527,3.514,355,1,57.31,,,,NaN,,,,0 / 0,436605,2018-11-20 15:37:41:780
2.269,-6.081,4.635,372,1,57.31,,,,NaN,,,,0 / 0,436706,2018-11-20 15:37:41:881
-6.416,-12.728,7.163,380,1,43.51,,,,NaN,,,,0 / 0,436806,2018-11-20 15:37:41:981
-2.298,-19.614,2.978,391,1,43.51,,,,NaN,,,,0 / 0,436906,2018-11-20 15:37:42:081
-4.999,0.756,13.101,406,1,43.51,,,,NaN,,,,0 / 0,437006,2018-11-20 15:37:42:181
2.528,-0.804,-1.024,314,1,56.95,,,,NaN,,,,0 / 0,437105,2018-11-20 15:37:42:280
-0.727,-0.44,1.072,307,1,56.95,,,,NaN,,,,0 / 0,437205,2018-11-20 15:37:42:380
-2.336,-1.388,6.531,298,1,56.95,,,,NaN,,,,0 / 0,437306,2018-11-20 15:37:42:481
-4.099,-19.614,17.095,339,1,54.25,,,,NaN,,,,0 / 0,437406,2018-11-20 15:37:42:581
-4.711,-15.16,18.321,435,1,54.25,,,,NaN,,,,0 / 0,437506,2018-11-20 15:37:42:681
-2.633,-11.703,4.683,440,1,54.25,,,,NaN,,,,0 / 0,437606,2018-11-20 15:37:42:781
-1.637,-6.033,4.472,417,1,49.96,,,,NaN,,,,0 / 0,437705,2018-11-20 15:37:42:880
-1.302,-8.341,3.16,394,1,49.96,,,,NaN,,,,0 / 0,437805,2018-11-20 15:37:42:980
-1.541,-9.002,2.767,377,1,49.96,,,,NaN,,,,0 / 0,437905,2018-11-20 15:37:43:080
-2.011,-8.198,3.428,363,1,58.79,,,,NaN,,,,0 / 0,438006,2018-11-20 15:37:43:181
-1.446,-5.88,7.077,375,1,58.79,,,,NaN,,,,0 / 0,438106,2018-11-20 15:37:43:281
-1.168,-12.728,3.514,365,1,58.79,,,,NaN,,,,0 / 0,438206,2018-11-20 15:37:43:381
-6.656,-17.784,7.02,399,1,51.68,,,,NaN,,,,0 / 0,438305,2018-11-20 15:37:43:480
1.168,-13.733,3.074,371,1,51.68,,,,NaN,,,,0 / 0,438406,2018-11-20 15:37:43:581
-2.432,2.451,-4.319,352,1,51.68,,,,NaN,,,,0 / 0,438505,2018-11-20 15:37:43:680
-2.796,-1.034,-2.269,351,1,57.34,,,,NaN,,,,0 / 0,438605,2018-11-20 15:37:43:780
0.373,-2.193,2.164,306,1,57.34,,,,NaN,,,,0 / 0,438705,2018-11-20 15:37:43:880
-3.131,-6.78,8.044,311,1,57.34,,,,NaN,,,,0 / 0,438805,2018-11-20 15:37:43:980
-4.644,-12.306,8.245,427,1,51.39,,,,NaN,,,,0 / 0,438905,2018-11-20 15:37:44:080
-3.869,-6.943,7.546,413,1,51.39,,,,NaN,,,,0 / 0,439005,2018-11-20 15:37:44:180
-2.413,-7.795,4.673,416,1,51.39,,,,NaN,,,,0 / 0,439106,2018-11-20 15:37:44:281
-2.174,-7.106,3.802,389,1,61.26,,,,NaN,,,,0 / 0,439206,2018-11-20 15:37:44:381
-1.484,-8.504,2.892,380,1,61.26,,,,NaN,,,,0 / 0,439306,2018-11-20 15:37:44:481
-2.174,-8.657,2.078,363,1,61.26,,,,NaN,,,,0 / 0,439405,2018-11-20 15:37:44:580
-2.068,-8.715,3.533,339,1,43.99,,,,NaN,,,,0 / 0,439505,2018-11-20 15:37:44:680
