ACCELEROMETER X,ACCELEROMETER Y,ACCELEROMETER Z,LIGHT,PROXIMITY (m),SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time,YYYY-MO-DD HH-MI-SS_SSS
-1.446,-9.615,-0.009,2172,1,30.31,,,,NaN,,,,0 / 0,390306,2018-11-20 15:36:55:481
-1.455,-9.663,-0.095,2164,1,30.31,,,,NaN,,,,0 / 0,390406,2018-11-20 15:36:55:581
-1.436,-9.586,-0.114,2188,1,29.94,,,,NaN,,,,0 / 0,390505,2018-11-20 15:36:55:680
-1.446,-9.634,-0.047,2173,1,29.94,,,,NaN,,,,0 / 0,390605,2018-11-20 15:36:55:780
-1.503,-9.615,-0.249,2185,1,29.94,,,,NaN,,,,0 / 0,390705,2018-11-20 15:36:55:880
-1.685,-9.759,-0.095,2142,1,34.53,,,,NaN,,,,0 / 0,390805,2018-11-20 15:36:55:980
-1.426,-9.625,-0.067,2156,1,34.53,,,,NaN,,,,0 / 0,390905,2018-11-20 15:36:56:080
-1.388,-9.615,-0.191,2180,1,34.53,,,,NaN,,,,0 / 0,391006,2018-11-20 15:36:56:181
-1.513,-9.586,-0.21,2178,1,29.63,,,,NaN,,,,0 / 0,391106,2018-11-20 15:36:56:281
-1.522,-9.663,-0.095,2157,1,29.63,,,,NaN,,,,0 / 0,391206,2018-11-20 15:36:56:381
-1.58,-9.596,0.095,2207,1,29.63,,,,NaN,,,,0 / 0,391306,2018-11-20 15:36:56:481
-1.522,-9.663,-0.21,2233,1,30.55,,,,NaN,,,,0 / 0,391405,2018-11-20 15:36:56:580
-1.685,-9.701,0.44,2242,1,30.55,,,,NaN,,,,0 / 0,391506,2018-11-20 15:36:56:681
-2.106,-9.51,-0.153,2221,1,30.55,,,,NaN,,,,0 / 0,391606,2018-11-20 15:36:56:781
-1.264,-9.519,0.622,2254,1,32.21,,,,NaN,,,,0 / 0,391707,2018-11-20 15:36:56:882
-1.647,-9.433,0.67,2153,1,32.21,,,,NaN,,,,0 / 0,391805,2018-11-20 15:36:56:980
-1.953,-9.433,0.804,2119,1,32.21,,,,NaN,,,,0 / 0,391906,2018-11-20 15:36:57:081
-2.154,-9.567,1.273,2086,1,38.42,,,,NaN,,,,0 / 0,392006,2018-11-20 15:36:57:181
-1.398,-9.308,0.842,2116,1,38.42,,,,NaN,,,,0 / 0,392106,2018-11-20 15:36:57:281
-1.953,-9.557,1.12,2125,1,38.42,,,,NaN,,,,0 / 0,392206,2018-11-20 15:36:57:381
-1.982,-9.625,1.57,2157,1,43.73,,,,NaN,,,,0 / 0,392305,2018-11-20 15:36:57:480
-1.771,-9.663,1.944,2154,1,43.73,,,,NaN,,,,0 / 0,392405,2018-11-20 15:36:57:580
-2.039,-9.481,1.944,2139,1,43.73,,,,NaN,,,,0 / 0,392506,2018-11-20 15:36:57:681
-2.126,-8.935,2.499,2126,1,34.9,,,,NaN,,,,0 / 0,392606,2018-11-20 15:36:57:781
-2.652,-6.205,4.625,2060,1,34.9,,,,NaN,,,,0 / 0,392706,2018-11-20 15:36:57:881
0.277,-5.152,4.932,1683,1,34.9,,,,NaN,,,,0 / 0,392805,2018-11-20 15:36:57:980
-0.679,-8.676,7.901,1286,1,44.85,,,,NaN,,,,0 / 0,392905,2018-11-20 15:36:58:080
-7.623,-19.604,7.862,1447,1,44.85,,,,NaN,,,,0 / 0,393005,2018-11-20 15:36:58:180
-4.673,-19.614,6.531,2006,1,44.85,,,,NaN,,,,0 / 0,393106,2018-11-20 15:36:58:281
-0.239,3.122,-2.633,2194,1,47.76,,,,NaN,,,,0 / 0,393206,2018-11-20 15:36:58:381
0.545,-0.019,-1.091,2457,1,47.76,,,,NaN,,,,0 / 0,393306,2018-11-20 15:36:58:481
-0.919,-0.153,0.584,1955,1,47.76,,,,NaN,,,,0 / 0,393406,2018-11-20 15:36:58:581
0.584,-4.893,8.839,1955,0,52.97,,,,NaN,,,,0 / 0,393505,2018-11-20 15:36:58:680
-16.692,-10.324,3.466,2398,1,52.97,,,,NaN,,,,0 / 0,393605,2018-11-20 15:36:58:780
-2.739,-14.94,17.344,2164,1,52.97,,,,NaN,,,,0 / 0,393705,2018-11-20 15:36:58:880
-2.068,-9.845,8.82,445,1,46.81,,,,NaN,,,,0 / 0,393805,2018-11-20 15:36:58:980
-2.403,-6.445,7.355,450,1,46.81,,,,NaN,,,,0 / 0,393905,2018-11-20 15:36:59:080
-2.978,-4.874,6.359,467,1,46.81,,,,NaN,,,,0 / 0,394005,2018-11-20 15:36:59:180
-2.815,-4.376,6.56,455,1,46.81,,,,NaN,,,,0 / 0,394105,2018-11-20 15:36:59:280
-2.212,-5.047,7.355,449,1,56.41,,,,NaN,,,,0 / 0,394205,2018-11-20 15:36:59:380
-2.241,-5.746,8.303,450,1,56.41,,,,NaN,,,,0 / 0,394306,2018-11-20 15:36:59:481
-1.963,-5.535,8.274,445,1,56.41,,,,NaN,,,,0 / 0,394406,2018-11-20 15:36:59:581
-1.647,-5.832,8.983,424,1,57.27,,,,NaN,,,,0 / 0,394506,2018-11-20 15:36:59:681
-3.821,-9.05,9.711,431,1,57.27,,,,NaN,,,,0 / 0,394606,2018-11-20 15:36:59:781
-6.359,-19.527,5.296,427,1,57.27,,,,NaN,,,,0 / 0,394706,2018-11-20 15:36:59:881
-1.082,-6.732,2.614,2033,1,57.23,,,,NaN,,,,0 / 0,394806,2018-11-20 15:36:59:981
2.815,-0.66,-1.13,2045,0,57.23,,,,NaN,,,,0 / 0,394906,2018-11-20 15:37:00:081
-2.959,-0.134,-0.938,2482,0,57.23,,,,NaN,,,,0 / 0,395006,2018-11-20 15:37:00:181
1.494,-1.676,0.679,2543,0,53.92,,,,NaN,,,,0 / 0,395105,2018-11-20 15:37:00:280
-9.902,-19.001,16.127,2455,0,53.92,,,,NaN,,,,0 / 0,395205,2018-11-20 15:37:00:380
-5.775,-19.614,18.282,1854,1,53.92,,,,NaN,,,,0 / 0,395305,2018-11-20 15:37:00:480
-2.221,-13.752,3.591,2080,1,40.68,,,,NaN,,,,0 / 0,395405,2018-11-20 15:37:00:580
-2.547,-8.14,2.566,2234,1,40.68,,,,NaN,,,,0 / 0,395505,2018-11-20 15:37:00:680
-0.708,-8.609,3.284,474,1,40.68,,,,NaN,,,,0 / 0,395605,2018-11-20 15:37:00:780
-0.612,-8.782,2.174,446,1,60.69,,,,NaN,,,,0 / 0,395705,2018-11-20 15:37:00:880
-1.857,-9.366,3.122,441,0,60.69,,,,NaN,,,,0 / 0,395805,2018-11-20 15:37:00:980
-1.197,-9.155,2.576,451,0,60.69,,,,NaN,,,,0 / 0,395905,2018-11-20 15:37:01:080
-2.087,-9.318,3.399,446,0,42.81,,,,NaN,,,,0 / 0,396007,2018-11-20 15:37:01:182
-1.494,-6.704,4.558,446,0,42.81,,,,NaN,,,,0 / 0,396105,2018-11-20 15:37:01:280
-2.451,-2.145,5.497,446,1,42.81,,,,NaN,,,,0 / 0,396205,2018-11-20 15:37:01:380
-3.428,-13.867,5.813,446,1,39.42,,,,NaN,,,,0 / 0,396305,2018-11-20 15:37:01:480
-6.569,-18.723,6.282,420,1,39.42,,,,NaN,,,,0 / 0,396406,2018-11-20 15:37:01:581
-3.85,-19.614,2.959,467,1,39.42,,,,NaN,,,,0 / 0,396506,2018-11-20 15:37:01:681
-7.824,-7.977,13.867,446,1,52.3,,,,NaN,,,,0 / 0,396606,2018-11-20 15:37:01:781
1.58,0.392,-0.277,408,1,52.3,,,,NaN,,,,0 / 0,396706,2018-11-20 15:37:01:881
-2.26,-3.112,1.57,391,1,52.3,,,,NaN,,,,0 / 0,396806,2018-11-20 15:37:01:981
-8.016,-9.969,-1.877,392,1,56.03,,,,NaN,,,,0 / 0,396905,2018-11-20 15:37:02:080
-3.533,-19.614,7.585,465,1,56.03,,,,NaN,,,,0 / 0,397005,2018-11-20 15:37:02:180
1.551,-5.286,4.865,465,1,56.03,,,,NaN,,,,0 / 0,397106,2018-11-20 15:37:02:281
-2.02,-6.79,4.204,451,1,45.18,,,,NaN,,,,0 / 0,397206,2018-11-20 15:37:02:381
-0.105,-7.853,4.798,450,1,45.18,,,,NaN,,,,0 / 0,397305,2018-11-20 15:37:02:480
-2.269,-8.705,3.495,437,1,45.18,,,,NaN,,,,0 / 0,397405,2018-11-20 15:37:02:580
-2.193,-8.523,2.921,439,1,54.26,,,,NaN,,,,0 / 0,397505,2018-11-20 15:37:02:680
-1.762,-9.548,3.572,430,1,54.26,,,,NaN,,,,0 / 0,397605,2018-11-20 15:37:02:780
-1.771,-9.548,2.154,428,1,54.26,,,,NaN,,,,0 / 0,397705,2018-11-20 15:37:02:880
-1.848,-8.514,3.572,416,1,39.4,,,,NaN,,,,0 / 0,397805,2018-11-20 15:37:02:980
-1.273,-3.773,6.138,408,1,39.4,,,,NaN,,,,0 / 0,397905,2018-11-20 15:37:03:080
5.765,-11.358,3.591,448,1,39.4,,,,NaN,,,,0 / 0,398005,2018-11-20 15:37:03:180
-8.533,-15.792,7.307,445,1,44.41,,,,NaN,,,,0 / 0,398106,2018-11-20 15:37:03:281
-4.146,-19.614,4.252,489,1,44.41,,,,NaN,,,,0 / 0,398206,2018-11-20 15:37:03:381
0.996,-1.905,-5.181,383,1,44.41,,,,NaN,,,,0 / 0,398306,2018-11-20 15:37:03:481
-0.976,0.555,-4.156,409,1,58.6,,,,NaN,,,,0 / 0,398405,2018-11-20 15:37:03:580
-1.005,-0.114,0.747,409,1,58.6,,,,NaN,,,,0 / 0,398505,2018-11-20 15:37:03:680
-1.005,-3.687,7.537,364,1,58.6,,,,NaN,,,,0 / 0,398605,2018-11-20 15:37:03:780
15.888,-19.614,15.112,380,1,48.75,,,,NaN,,,,0 / 0,398706,2018-11-20 15:37:03:881
-5.2,-14.729,8.925,480,1,48.75,,,,NaN,,,,0 / 0,398806,2018-11-20 15:37:03:981
-2.595,-7.115,2.882,494,1,48.75,,,,NaN,,,,0 / 0,398906,2018-11-20 15:37:04:081
-1.273,-7.383,4.491,472,1,53.67,,,,NaN,,,,0 / 0,399005,2018-11-20 15:37:04:180
-1.79,-9.711,4.031,486,1,53.67,,,,NaN,,,,0 / 0,399105,2018-11-20 15:37:04:280
-2.786,-8.935,2.978,477,1,53.67,,,,NaN,,,,0 / 0,399205,2018-11-20 15:37:04:380
-2.375,-8.763,3.313,445,1,53.66,,,,NaN,,,,0 / 0,399306,2018-11-20 15:37:04:481
-2.03,-8.964,3.16,428,1,53.66,,,,NaN,,,,0 / 0,399405,2018-11-20 15:37:04:580
-1.666,-9.002,1.771,415,1,53.66,,,,NaN,,,,0 / 0,399505,2018-11-20 15:37:04:680
-1.082,-8.255,4.664,408,1,40.86,,,,NaN,,,,0 / 0,399605,2018-11-20 15:37:04:780
-3.802,-9.031,11.119,407,1,40.86,,,,NaN,,,,0 / 0,399705,2018-11-20 15:37:04:880
-8.073,-9.749,1.005,452,1,40.86,,,,NaN,,,,0 / 0,399805,2018-11-20 15:37:04:980
-7.163,-18.771,2.26,488,1,42.65,,,,NaN,,,,0 / 0,399905,2018-11-20 15:37:05:080
-0.536,-5.956,4.788,466,1,42.65,,,,NaN,,,,0 / 0,400006,2018-11-20 15:37:05:181
5.506,-0.785,-1.177,372,1,42.65,,,,NaN,,,,0 / 0,400106,2018-11-20 15:37:05:281
1.13,0.861,-2.269,389,1,54.39,,,,NaN,,,,0 / 0,400206,2018-11-20 15:37:05:381
0.277,-1.58,1.292,394,1,54.39,,,,NaN,,,,0 / 0,400305,2018-11-20 15:37:05:480
-8.217,-7.393,0.22,412,1,54.39,,,,NaN,,,,0 / 0,400405,2018-11-20 15:37:05:580
-2.154,-19.614,7.929,462,1,47.31,,,,NaN,,,,0 / 0,400506,2018-11-20 15:37:05:681
-1.513,-7.23,2.624,453,1,47.31,,,,NaN,,,,0 / 0,400606,2018-11-20 15:37:05:781
-4.118,-9.672,2.806,460,1,47.31,,,,NaN,,,,0 / 0,400706,2018-11-20 15:37:05:881
-1.992,-8.561,3.409,463,1,59.85,,,,NaN,,,,0 / 0,400805,2018-11-20 15:37:05:980
-1.733,-8.772,2.863,453,1,59.85,,,,NaN,,,,0 / 0,400905,2018-11-20 15:37:06:080
-2.375,-8.782,2.949,429,1,59.85,,,,NaN,,,,0 / 0,401005,2018-11-20 15:37:06:180
-1.877,-8.887,2.739,417,1,39.17,,,,NaN,,,,0 / 0,401108,2018-11-20 15:37:06:283
-1.599,-9.012,2.71,417,1,39.17,,,,NaN,,,,0 / 0,401206,2018-11-20 15:37:06:381
-1.331,-7.24,5.458,416,1,39.17,,,,NaN,,,,0 / 0,401306,2018-11-20 15:37:06:481
-2.403,-4.29,1.082,432,1,38.72,,,,NaN,,,,0 / 0,401406,2018-11-20 15:37:06:581
-13.197,-19.614,3.265,450,1,38.72,,,,NaN,,,,0 / 0,401506,2018-11-20 15:37:06:681
-3.313,-19.614,0.545,479,1,38.72,,,,NaN,,,,0 / 0,401605,2018-11-20 15:37:06:780
-3.677,1.417,14.336,436,1,48.21,,,,NaN,,,,0 / 0,401705,2018-11-20 15:37:06:880
-1.331,1.225,0.833,375,1,48.21,,,,NaN,,,,0 / 0,401807,2018-11-20 15:37:06:982
-0.507,-0.067,0.823,393,1,48.21,,,,NaN,,,,0 / 0,401905,2018-11-20 15:37:07:080
-1.79,-2.7,6.617,384,1,51.81,,,,NaN,,,,0 / 0,402006,2018-11-20 15:37:07:181
19.24,-19.614,3.696,436,1,51.81,,,,NaN,,,,0 / 0,402106,2018-11-20 15:37:07:281
-7.757,-19.614,18.321,467,1,51.81,,,,NaN,,,,0 / 0,402206,2018-11-20 15:37:07:381
-4.242,-13.178,9.548,458,1,49.42,,,,NaN,,,,0 / 0,402306,2018-11-20 15:37:07:481
-2.557,-7.719,6.033,481,1,49.42,,,,NaN,,,,0 / 0,402406,2018-11-20 15:37:07:581
-2.557,-7.47,4.922,493,1,49.42,,,,NaN,,,,0 / 0,402506,2018-11-20 15:37:07:681
-1.944,-8.351,3.495,487,1,49.42,,,,NaN,,,,0 / 0,402606,2018-11-20 15:37:07:781
-2.126,-8.782,3.026,457,1,60.6,,,,NaN,,,,0 / 0,402706,2018-11-20 15:37:07:881
-1.522,-9.04,2.375,424,1,60.6,,,,NaN,,,,0 / 0,402805,2018-11-20 15:37:07:980
-1.35,-8.092,3.093,383,1,60.6,,,,NaN,,,,0 / 0,402905,2018-11-20 15:37:08:080
-2.633,-7.383,7.843,399,0,43.47,,,,NaN,,,,0 / 0,403005,2018-11-20 15:37:08:180
2.547,-12.239,5.679,420,1,43.47,,,,NaN,,,,0 / 0,403106,2018-11-20 15:37:08:281
-5.794,-19.614,6.397,440,1,43.47,,,,NaN,,,,0 / 0,403206,2018-11-20 15:37:08:381
-2.662,-19.614,5.2,451,1,49.23,,,,NaN,,,,0 / 0,403306,2018-11-20 15:37:08:481
-5.238,-1.829,1.149,418,1,49.23,,,,NaN,,,,0 / 0,403405,2018-11-20 15:37:08:580
1.58,0.335,-0.823,380,1,49.23,,,,NaN,,,,0 / 0,403505,2018-11-20 15:37:08:680
0.057,-2.212,1.599,370,1,56.56,,,,NaN,,,,0 / 0,403605,2018-11-20 15:37:08:780
-4.376,-5.928,-5.66,359,1,56.56,,,,NaN,,,,0 / 0,403705,2018-11-20 15:37:08:880
-6.225,-19.614,18.321,430,1,56.56,,,,NaN,,,,0 / 0,403806,2018-11-20 15:37:08:981
-1.666,-11.837,3.524,442,1,46.52,,,,NaN,,,,0 / 0,403906,2018-11-20 15:37:09:081
-3.313,-3.687,2.049,437,1,46.52,,,,NaN,,,,0 / 0,404006,2018-11-20 15:37:09:181
-1.532,-9.893,3.591,411,1,46.52,,,,NaN,,,,0 / 0,404106,2018-11-20 15:37:09:281
-0.794,-9.366,2.327,406,1,56.25,,,,NaN,,,,0 / 0,404206,2018-11-20 15:37:09:381
-2.595,-7.556,1.963,411,1,56.25,,,,NaN,,,,0 / 0,404306,2018-11-20 15:37:09:481
-1.857,-8.849,2.02,388,1,56.25,,,,NaN,,,,0 / 0,404405,2018-11-20 15:37:09:580
-1.446,-9.098,2.078,374,1,40.46,,,,NaN,,,,0 / 0,404505,2018-11-20 15:37:09:680
-2.135,-9.107,1.58,374,0,40.46,,,,NaN,,,,0 / 0,404605,2018-11-20 15:37:09:780
-1.34,-8.437,6.474,363,0,40.46,,,,NaN,,,,0 / 0,404706,2018-11-20 15:37:09:881
-0.593,-5.602,1.541,412,0,34.19,,,,NaN,,,,0 / 0,404806,2018-11-20 15:37:09:981
-7.968,-17.641,7.383,412,1,34.19,,,,NaN,,,,0 / 0,404905,2018-11-20 15:37:10:080
-7.211,-19.614,2.815,460,1,34.19,,,,NaN,,,,0 / 0,405005,2018-11-20 15:37:10:180
-0.019,-2.317,4.759,415,1,44.54,,,,NaN,,,,0 / 0,405105,2018-11-20 15:37:10:280
0.919,-0.076,-0.287,345,1,44.54,,,,NaN,,,,0 / 0,405205,2018-11-20 15:37:10:380
3.035,0.871,-0.603,372,1,44.54,,,,NaN,,,,0 / 0,405306,2018-11-20 15:37:10:481
-1.082,-4.185,4.778,345,1,54.62,,,,NaN,,,,0 / 0,405406,2018-11-20 15:37:10:581
15.821,-19.614,17.823,371,1,54.62,,,,NaN,,,,0 / 0,405505,2018-11-20 15:37:10:680
-4.51,-19.479,6.464,428,1,54.62,,,,NaN,,,,0 / 0,405605,2018-11-20 15:37:10:780
-3.342,-14.509,5.985,445,1,47.58,,,,NaN,,,,0 / 0,405705,2018-11-20 15:37:10:880
-2.423,-9.634,2.451,431,1,47.58,,,,NaN,,,,0 / 0,405805,2018-11-20 15:37:10:980
-2.02,-7.757,2.183,434,1,47.58,,,,NaN,,,,0 / 0,405905,2018-11-20 15:37:11:080
-1.743,-8.705,1.781,370,1,50.8,,,,NaN,,,,0 / 0,406006,2018-11-20 15:37:11:181
-2.164,-9.5,1.503,352,1,50.8,,,,NaN,,,,0 / 0,406106,2018-11-20 15:37:11:281
-2.748,-9.874,1.292,336,1,50.8,,,,NaN,,,,0 / 0,406206,2018-11-20 15:37:11:381
-0.785,-9.347,0.565,327,1,44.24,,,,NaN,,,,0 / 0,406305,2018-11-20 15:37:11:480
-1.561,-9.404,1.915,331,1,44.24,,,,NaN,,,,0 / 0,406405,2018-11-20 15:37:11:580
-1.436,-8.169,4.051,337,1,44.24,,,,NaN,,,,0 / 0,406505,2018-11-20 15:37:11:680
-6.55,-5.535,3.102,353,1,37.14,,,,NaN,,,,0 / 0,406605,2018-11-20 15:37:11:780
-5.88,-19.614,6.675,417,1,37.14,,,,NaN,,,,0 / 0,406705,2018-11-20 15:37:11:880
-3.648,-19.614,1.704,425,1,37.14,,,,NaN,,,,0 / 0,406806,2018-11-20 15:37:11:981
0.804,0.421,6.301,413,1,51.41,,,,NaN,,,,0 / 0,406906,2018-11-20 15:37:12:081
-0.153,-0.928,-0.603,375,1,51.41,,,,NaN,,,,0 / 0,407006,2018-11-20 15:37:12:181
2.26,-0.316,2.039,366,1,51.41,,,,NaN,,,,0 / 0,407106,2018-11-20 15:37:12:281
-0.632,-2.097,3.84,343,1,53.88,,,,NaN,,,,0 / 0,407206,2018-11-20 15:37:12:381
3.782,-19.614,2.049,369,1,53.88,,,,NaN,,,,0 / 0,407305,2018-11-20 15:37:12:480
-4.721,-15.668,6.158,413,1,53.88,,,,NaN,,,,0 / 0,407405,2018-11-20 15:37:12:580
-2.154,-8.945,3.217,433,1,48.79,,,,NaN,,,,0 / 0,407505,2018-11-20 15:37:12:680
-1.12,-6.579,2.279,388,1,48.79,,,,NaN,,,,0 / 0,407605,2018-11-20 15:37:12:780
-2.298,-9.51,3.265,361,1,48.79,,,,NaN,,,,0 / 0,407705,2018-11-20 15:37:12:880
-1.953,-9.596,1.704,355,0,45.43,,,,NaN,,,,0 / 0,407805,2018-11-20 15:37:12:980
-1.417,-9.423,1.762,344,0,45.43,,,,NaN,,,,0 / 0,407906,2018-11-20 15:37:13:081
-1.656,-9.682,1.771,321,0,45.43,,,,NaN,,,,0 / 0,408006,2018-11-20 15:37:13:181
-1.101,-8.983,2.873,335,0,38.46,,,,NaN,,,,0 / 0,408106,2018-11-20 15:37:13:281
-2.097,-7.795,1.905,340,0,38.46,,,,NaN,,,,0 / 0,408206,2018-11-20 15:37:13:381
-5.966,-2.202,1.417,406,0,38.46,,,,NaN,,,,0 / 0,408306,2018-11-20 15:37:13:481
-2.059,-19.614,7.326,406,1,34.39,,,,NaN,,,,0 / 0,408405,2018-11-20 15:37:13:580
-2.758,-19.614,5.43,450,1,34.39,,,,NaN,,,,0 / 0,408505,2018-11-20 15:37:13:680
-11.099,0.181,11.301,338,1,34.39,,,,NaN,,,,0 / 0,408605,2018-11-20 15:37:13:780
-1.283,0.727,0.019,333,1,61.79,,,,NaN,,,,0 / 0,408705,2018-11-20 15:37:13:880
-0.124,-0.727,0.948,339,1,61.79,,,,NaN,,,,0 / 0,408805,2018-11-20 15:37:13:980
0.258,-3.648,2.662,325,1,61.79,,,,NaN,,,,0 / 0,408906,2018-11-20 15:37:14:081
-1.216,-16.376,-1.953,352,1,48.33,,,,NaN,,,,0 / 0,409006,2018-11-20 15:37:14:181
-4.07,-12.775,11.492,410,1,48.33,,,,NaN,,,,0 / 0,409106,2018-11-20 15:37:14:281
-4.271,-9.385,6.79,436,1,48.33,,,,NaN,,,,0 / 0,409206,2018-11-20 15:37:14:381
-1.896,-7.92,4.491,438,1,48.33,,,,NaN,,,,0 / 0,409305,2018-11-20 15:37:14:480
-1.886,-8.255,4.089,399,1,57.17,,,,NaN,,,,0 / 0,409405,2018-11-20 15:37:14:580
-2.02,-8.964,3.227,410,1,57.17,,,,NaN,,,,0 / 0,409505,2018-11-20 15:37:14:680
-1.848,-8.954,2.451,371,1,57.17,,,,NaN,,,,0 / 0,409606,2018-11-20 15:37:14:781
-1.34,-8.954,2.126,356,1,46.62,,,,NaN,,,,0 / 0,409706,2018-11-20 15:37:14:881
-1.015,-6.972,4.146,335,1,46.62,,,,NaN,,,,0 / 0,409806,2018-11-20 15:37:14:981
-1.58,-2.681,-0.392,363,1,46.62,,,,NaN,,,,0 / 0,409906,2018-11-20 15:37:15:081
-2.681,-19.614,7.383,409,1,42.96,,,,NaN,,,,0 / 0,410006,2018-11-20 15:37:15:181
-4.577,-19.614,1.388,421,1,42.96,,,,NaN,,,,0 / 0,410106,2018-11-20 15:37:15:281
0.067,1.561,10.41,378,1,42.96,,,,NaN,,,,0 / 0,410205,2018-11-20 15:37:15:380
0.699,0.555,-2.068,326,1,61.33,,,,NaN,,,,0 / 0,410305,2018-11-20 15:37:15:480
1.388,-1.216,0.814,338,1,61.33,,,,NaN,,,,0 / 0,410405,2018-11-20 15:37:15:580
-1.177,-1.283,4.137,332,1,61.33,,,,NaN,,,,0 / 0,410505,2018-11-20 15:37:15:680
6.215,-19.068,-5.688,450,1,52.44,,,,NaN,,,,0 / 0,410605,2018-11-20 15:37:15:780
-2.557,-11.818,4.012,458,1,52.44,,,,NaN,,,,0 / 0,410705,2018-11-20 15:37:15:880
-3.782,-8.245,7.613,483,1,52.44,,,,NaN,,,,0 / 0,410806,2018-11-20 15:37:15:981
-2.614,-8.571,4.759,479,1,49.07,,,,NaN,,,,0 / 0,410906,2018-11-20 15:37:16:081
-1.647,-6.933,3.964,474,1,49.07,,,,NaN,,,,0 / 0,411006,2018-11-20 15:37:16:181
-2.221,-8.188,3.428,400,1,49.07,,,,NaN,,,,0 / 0,411106,2018-11-20 15:37:16:281
-2.576,-8.925,2.672,409,1,49.64,,,,NaN,,,,0 / 0,411206,2018-11-20 15:37:16:381
-0.469,-9.261,2.011,398,1,49.64,,,,NaN,,,,0 / 0,411305,2018-11-20 15:37:16:480
-0.909,-8.36,4.501,369,0,49.64,,,,NaN,,,,0 / 0,411406,2018-11-20 15:37:16:581
-3.514,-5.813,11.224,377,0,46.71,,,,NaN,,,,0 / 0,411506,2018-11-20 15:37:16:681
-12.038,-19.345,2.403,416,0,46.71,,,,NaN,,,,0 / 0,411606,2018-11-20 15:37:16:781
-4.405,-19.614,1.647,454,1,46.71,,,,NaN,,,,0 / 0,411706,2018-11-20 15:37:16:881
0.277,-0.766,9.663,445,1,47.3,,,,NaN,,,,0 / 0,411806,2018-11-20 15:37:16:981
4.175,0.689,-2.078,328,1,47.3,,,,NaN,,,,0 / 0,411905,2018-11-20 15:37:17:080
-0.181,-0.421,1.551,362,1,47.3,,,,NaN,,,,0 / 0,412006,2018-11-20 15:37:17:181
-2.164,-1.925,6.665,366,1,53.14,,,,NaN,,,,0 / 0,412106,2018-11-20 15:37:17:281
-7.642,-15.208,-5.133,445,1,53.14,,,,NaN,,,,0 / 0,412206,2018-11-20 15:37:17:381
-3.725,-7.269,9.04,447,1,53.14,,,,NaN,,,,0 / 0,412306,2018-11-20 15:37:17:481
-2.719,-9.337,5.516,467,1,47.51,,,,NaN,,,,0 / 0,412406,2018-11-20 15:37:17:581
-2.193,-7.69,2.834,461,1,47.51,,,,NaN,,,,0 / 0,412505,2018-11-20 15:37:17:680
-1.541,-7.929,3.246,456,1,47.51,,,,NaN,,,,0 / 0,412606,2018-11-20 15:37:17:781
-2.585,-8.839,2.844,397,1,59.38,,,,NaN,,,,0 / 0,412706,2018-11-20 15:37:17:881
-0.89,-9.002,0.45,386,1,59.38,,,,NaN,,,,0 / 0,412806,2018-11-20 15:37:17:981
-2.202,-8.782,2.039,396,1,59.38,,,,NaN,,,,0 / 0,412905,2018-11-20 15:37:18:080
-0.727,-8.121,4.462,371,1,46.21,,,,NaN,,,,0 / 0,413005,2018-11-20 15:37:18:180
-1.714,-6.244,4.664,361,0,46.21,,,,NaN,,,,0 / 0,413106,2018-11-20 15:37:18:281
3.074,-10.956,7.403,394,1,46.21,,,,NaN,,,,0 / 0,413206,2018-11-20 15:37:18:381
-7.058,-18.407,4.865,447,1,42.98,,,,NaN,,,,0 / 0,413306,2018-11-20 15:37:18:481
-1.177,-7.585,2.604,444,1,42.98,,,,NaN,,,,0 / 0,413405,2018-11-20 15:37:18:580
2.825,-0.66,-4.099,364,1,42.98,,,,NaN,,,,0 / 0,413505,2018-11-20 15:37:18:680
-0.249,0.354,-0.565,353,1,55.79,,,,NaN,,,,0 / 0,413605,2018-11-20 15:37:18:780
0.737,-2.327,1.982,373,1,55.79,,,,NaN,,,,0 / 0,413706,2018-11-20 15:37:18:881
-13.312,-19.594,5.487,376,1,55.79,,,,NaN,,,,0 / 0,413806,2018-11-20 15:37:18:981
-4.989,-1.379,4.348,457,1,51.17,,,,NaN,,,,0 / 0,413906,2018-11-20 15:37:19:081
-2.748,-3.677,7.393,466,1,51.17,,,,NaN,,,,0 / 0,414006,2018-11-20 15:37:19:181
-2.078,-9.443,4.185,480,1,51.17,,,,NaN,,,,0 / 0,414106,2018-11-20 15:37:19:281
-2.26,-5.842,3.945,463,1,63.11,,,,NaN,,,,0 / 0,414206,2018-11-20 15:37:19:381
-2.126,-7.872,2.882,399,1,63.11,,,,NaN,,,,0 / 0,414305,2018-11-20 15:37:19:480
-1.513,-9.079,2.786,391,0,63.11,,,,NaN,,,,0 / 0,414405,2018-11-20 15:37:19:580
-1.934,-9.854,0.67,394,0,44.74,,,,NaN,,,,0 / 0,414505,2018-11-20 15:37:19:680
0.009,-8.906,2.988,378,0,44.74,,,,NaN,,,,0 / 0,414605,2018-11-20 15:37:19:780
-0.804,-7.173,5.382,357,0,44.74,,,,NaN,,,,0 / 0,414705,2018-11-20 15:37:19:880
2.595,-1.35,-4.577,382,0,44.31,,,,NaN,,,,0 / 0,414806,2018-11-20 15:37:19:981
